"Final.Status","ID","Year","ACT","GPA","HS.Percentile","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
1,"App ID-176366","2015 Fall",22,3.5,49,0,43064,13500,13500,0,10.18,89458,3858,0.987,54,0.014,576,0,1,0,1,0,0,0
0,"App ID-177111","2015 Fall",23,2.99,38,0,NA,0,0,0,178.2,76161,19010,0.9317,41,0.0022,1087,0,0,0,1,0,0,0
1,"App ID-177112","2015 Fall",24,3.95,95,0,43064,23340,23340,23352,141.46,64655,4841,0.9831,50,0.0103,446,0,1,1,1,0,0,0
0,"App ID-177116","2015 Fall",21,3.82,0,0,41484,17720,17720,22162,1219.42,63135,40792,0.8907,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177117","2015 Fall",0,3.61,0,0,NA,0,0,0,1220.75,53333,6446,0.758,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177118","2015 Fall",26,2.89,38,0,41484,18000,18000,27221,1226.48,99910,39598,0.7945,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177119","2015 Fall",25,3.05,49,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177121","2015 Fall",21,3.02,54,0,NA,0,0,0,1219.42,63135,40792,0.8907,NA,NA,2017,0,0,0,1,0,0,0
0,"App ID-177122","2015 Fall",24,3.78,90,0,43064,0,0,0,1225.03,61754,44606,0.7622,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177123","2015 Fall",20,2.88,52,0,NA,0,0,0,1221.07,70980,26100,0.8572,NA,NA,2017,0,0,0,1,0,0,0
0,"App ID-177124","2015 Fall",23,3.44,80,0,41484,14500,14500,11946,1203.59,80477,42749,0.9117,NA,NA,2017,0,0,0,1,0,0,0
0,"App ID-177131","2015 Fall",21,3.09,57,0,NA,0,0,0,1213.01,43341,41891,0.8737,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177133","2015 Fall",0,3.44,86,0,NA,0,0,0,1227.27,76253,38543,0.7545,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177136","2015 Fall",22,3.71,0,0,NA,0,0,0,1218.9,102047,39552,0.8953,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-177391","2015 Fall",21,3.44,70,0,NA,0,0,0,284.04,70886,23643,0.9252,35,0.0015,2625,1,1,0,0,0,0,0
0,"App ID-177455","2015 Fall",28,3.99,97,0,43064,27570,22600,45274,140.89,55396,5635,0.9886,22,0.0039,NA,0,0,0,0,0,0,0
0,"App ID-177456","2015 Fall",33,3.92,0,0,NA,0,0,0,192.26,88289,3294,0.9848,7,0.0021,NA,0,0,0,1,0,0,0
0,"App ID-177472","2015 Fall",24,3.37,0,0,NA,0,0,0,73.6,58750,136,0.9706,2,0.0147,NA,0,1,0,1,0,0,0
0,"App ID-177475","2015 Fall",27,4,0,0,43064,22900,22900,32260,218.94,50396,9368,0.658,13,0.0014,NA,0,0,0,1,0,0,0
0,"App ID-177476","2015 Fall",20,3.19,0,0,NA,0,0,0,1235.99,65583,46583,0.7939,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-177559","2016 Fall",20,3.19,81,1,44668,26265,16450,0,394.59,56476,11180,0.8208,NA,NA,NA,0,1,0,0,0,0,1
0,"App ID-177584","2016 Fall",24,3.47,0,1,NA,0,0,0,678.38,90596,38320,0.8603,7,2e-04,NA,1,0,1,0,0,1,1
0,"App ID-177623","2015 Fall",25,3.72,87,0,NA,0,0,0,220.11,52092,32153,0.7625,32,0.001,1671,0,0,0,0,0,0,0
0,"App ID-177633","2015 Fall",19,3.29,61,0,43064,0,0,46254,218.47,45660,42928,0.5512,73,0.0017,NA,0,0,0,0,1,0,0
0,"App ID-177642","2015 Fall",24,3.62,0,0,NA,0,0,0,54.9,60170,1577,0.8928,3,0.0019,NA,0,0,0,1,0,0,0
0,"App ID-177650","2015 Fall",22,3.14,66,0,43064,29603,14270,46054,210.4,30081,29284,0.1895,14,5e-04,NA,1,0,0,1,1,0,0
0,"App ID-177722","2015 Fall",0,3.43,0,0,43064,25360,21360,46484,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-177725","2015 Fall",28,3.95,93,0,43064,0,0,41663,7.95,68500,1274,0.9772,14,0.011,1356,0,0,0,1,0,0,1
1,"App ID-177729","2015 Fall",21,3.29,57,0,43064,23550,20870,37040,179.03,75287,18758,0.952,37,0.002,857,0,0,0,1,0,0,1
0,"App ID-177731","2015 Fall",26,3.73,79,0,43064,15500,15500,0,141.46,64655,4841,0.9831,50,0.0103,446,0,0,0,1,0,0,1
0,"App ID-177732","2015 Fall",21,2.87,45,0,43064,0,0,41424,309.42,60223,2397,0.9449,NA,NA,233,0,0,0,1,1,0,0
1,"App ID-177745","2015 Fall",26,3.61,0,0,43064,15500,15500,0,149.24,75050,17801,0.9389,94,0.0053,NA,0,0,0,1,0,0,0
1,"App ID-177767","2016 Fall",22,3.39,66,0,NA,0,0,0,284.04,70886,23643,0.9252,35,0.0015,2625,0,1,1,0,0,0,1
1,"App ID-177795","2015 Fall",23,3.47,57,0,43064,22740,22430,34518,77.35,47188,345,0.9884,1,0.0029,158,0,0,0,1,0,0,0
1,"App ID-177816","2015 Fall",25,3.66,91,0,43064,28255,26830,42174,1133.87,26357,36361,0.8725,NA,NA,NA,0,0,0,1,0,0,1
1,"App ID-177846","2015 Fall",23,2.73,29,0,43064,27293,11960,46054,146.11,46132,22990,0.8633,137,0.006,NA,0,0,0,1,1,0,0
0,"App ID-177847","2015 Fall",25,3.96,98,0,NA,0,0,0,202.67,50020,16754,0.8314,20,0.0012,NA,1,0,1,0,0,0,0
0,"App ID-177858","2016 Fall",25,3.41,64,0,44668,29191,21480,44878,99.81,47772,33463,0.856,122,0.0036,1145,0,0,0,0,0,0,1
0,"App ID-177887","2016 Fall",23,3.33,59,0,44668,13700,13700,16715,221.58,71803,12123,0.9795,16,0.0013,1111,0,1,1,1,0,1,1
0,"App ID-177900","2016 Fall",24,3.96,83,1,NA,0,0,0,NA,58138,26063,0.8163,2,1e-04,NA,0,0,0,0,1,1,1
1,"App ID-177951","2016 Fall",29,4,96,0,44668,25160,25160,32793,129.55,44059,14938,0.9642,46,0.0031,NA,0,0,1,1,0,0,1
0,"App ID-177983","2016 Fall",23,3.12,48,0,NA,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,0,1,0,0,0,0,0
0,"App ID-177991","2015 Fall",29,3.41,63,0,NA,0,0,0,225.73,69668,14709,0.9604,36,0.0024,1345,0,0,0,1,0,0,1
0,"App ID-177993","2015 Fall",27,3.91,0,0,43064,24550,22000,44885,244.84,44484,2000,0.971,NA,NA,NA,0,0,0,0,0,0,0
1,"App ID-178005","2016 Fall",22,3,58,1,44668,20620,20620,25777,733.5,61063,16368,0.8712,3,2e-04,NA,1,0,1,0,0,1,1
0,"App ID-178020","2016 Fall",32,4,99,0,44668,0,0,0,2.52,42616,48506,0.8627,521,0.0107,NA,1,0,1,1,0,0,0
0,"App ID-178108","2015 Fall",25,3.82,84,0,43064,18000,17500,0,231.24,59167,31844,0.9025,52,0.0016,NA,0,0,0,1,0,0,0
0,"App ID-178197","2016 Fall",26,3.44,73,0,NA,0,0,0,219.02,95024,28035,0.8301,77,0.0027,NA,0,0,0,0,0,0,0
0,"App ID-178217","2015 Fall",20,3.02,41,0,41484,0,0,46484,NA,91961,25494,0.8619,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-178235","2016 Fall",24,3.73,81,0,44668,16500,16500,0,156.28,48182,5341,0.8884,14,0.0026,318,0,1,0,0,0,1,1
0,"App ID-178238","2015 Fall",28,3.91,76,0,43064,0,0,27962,6.17,69383,28728,0.9095,310,0.0108,NA,0,0,0,1,0,0,1
0,"App ID-178250","2015 Fall",26,3.59,67,0,NA,0,0,0,2.66,41554,31233,0.8977,362,0.0116,1671,0,0,0,0,0,0,0
0,"App ID-178254","2015 Fall",19,2.95,22,0,43064,23828,14270,0,140.89,55396,5635,0.9886,22,0.0039,NA,0,0,0,1,0,0,1
0,"App ID-178282","2015 Fall",29,3.55,0,0,NA,0,0,0,202.68,128083,7157,0.9591,30,0.0042,2750,0,0,0,1,0,0,0
1,"App ID-178285","2015 Fall",19,3.39,60,0,41484,17310,17310,24065,191.5,61881,8145,0.9457,17,0.0021,513,0,0,0,0,0,0,0
0,"App ID-178289","2015 Fall",20,3.48,0,0,43064,19250,19250,29149,139.84,69477,5305,0.9904,18,0.0034,NA,0,0,0,0,0,0,0
1,"App ID-178296","2015 Fall",32,3.75,93,0,43064,0,0,43914,421.5,48359,38687,0.8686,NA,NA,NA,1,0,0,1,0,1,1
1,"App ID-178301","2015 Fall",17,3.63,70,0,43064,26813,11480,40354,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
0,"App ID-178302","2015 Fall",18,3.1,43,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0
0,"App ID-178303","2015 Fall",0,3.68,82,0,41484,15500,15500,0,1203.59,80477,42749,0.9117,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-178304","2015 Fall",29,3.84,91,0,43064,31903,18500,0,144.04,43591,5034,0.7735,2,4e-04,215,1,0,0,0,1,0,0
0,"App ID-178312","2015 Fall",26,3.45,68,0,43064,500,500,0,99.81,47772,33463,0.856,122,0.0036,1145,0,0,0,1,0,1,1
0,"App ID-178320","2015 Fall",23,3.27,50,0,NA,0,0,0,157.23,54271,3259,0.973,2,6e-04,215,0,1,0,0,0,0,0
0,"App ID-178321","2015 Fall",31,3.97,94,0,43064,19500,19500,0,137.73,60035,3011,0.9738,NA,NA,183,0,1,1,0,0,0,1
0,"App ID-178322","2015 Fall",34,3.93,92,0,43064,19500,19500,0,0.64,53139,41737,0.9084,951,0.0228,1356,1,1,0,1,0,0,0
0,"App ID-178326","2015 Fall",18,3.49,72,0,41484,22310,18310,46054,267.06,54688,975,0.9959,2,0.0021,62,0,0,0,0,0,0,0
0,"App ID-178346","2016 Fall",32,4,99,1,NA,0,0,0,991.66,39709,40460,0.9079,NA,NA,NA,0,0,0,0,0,0,1
0,"App ID-178603","2016 Fall",26,3.68,64,0,NA,0,0,0,117.98,56518,2830,0.9859,13,0.0046,541,0,1,0,0,0,0,0
0,"App ID-178631","2016 Fall",33,3.33,56,1,NA,0,0,0,224.95,108128,26181,0.8483,117,0.0045,NA,0,0,0,1,0,0,1
1,"App ID-178642","2016 Fall",25,3.99,95,0,44668,34735,27250,43229,269.55,60268,1516,0.996,1,7e-04,210,0,0,0,0,0,0,1
0,"App ID-178645","2015 Fall",28,3.37,63,0,41484,15500,15500,0,209.4,61211,25504,0.7832,79,0.0031,NA,0,0,0,1,0,0,0
0,"App ID-179373","2016 Fall",23,3.15,59,1,44668,18250,18250,22257,207.09,65924,22915,0.7846,77,0.0034,1789,0,0,0,1,0,1,1
1,"App ID-179445","2016 Fall",32,3.39,65,0,44668,29200,23750,41173,208.95,44056,21295,0.44,28,0.0013,NA,0,1,0,1,0,0,1
1,"App ID-179595","2016 Fall",25,3.55,0,0,44668,25200,25200,31606,227.3,78919,35273,0.9343,89,0.0025,NA,1,0,0,1,0,0,1
0,"App ID-180249","2016 Fall",24,3.05,50,1,NA,0,0,0,495.69,82122,18899,0.9528,1,1e-04,NA,0,0,0,0,0,0,0
0,"App ID-180323","2016 Fall",0,3.85,90,0,44668,16500,16500,6929,1367.23,63934,37630,0.7711,NA,NA,NA,0,0,1,0,0,0,0
0,"App ID-180324","2015 Fall",0,NA,NA,0,41484,19500,19500,3361,720.41,50941,29453,0.9302,32,0.0011,NA,0,0,0,1,0,0,0
1,"App ID-180326","2015 Fall",19,3.02,39,0,43064,27293,11960,46054,43.46,52268,16639,0.9237,179,0.0108,737,0,0,0,0,0,0,0
0,"App ID-180328","2015 Fall",18,2.98,32,0,43064,27639,18630,43273,157.23,54271,3259,0.973,2,6e-04,215,0,0,0,0,0,0,0
0,"App ID-180353","2015 Fall",24,3.58,0,0,43064,0,0,42159,209.93,81875,27654,0.8955,63,0.0023,802,0,0,1,1,0,0,0
0,"App ID-180361","2015 Fall",20,3.55,75,0,43064,0,0,37203,207.09,65924,22915,0.7846,77,0.0034,1789,0,0,0,1,1,0,0
0,"App ID-180362","2015 Fall",24,3.33,71,0,43064,24288,15320,46254,223.27,65984,28548,0.7984,45,0.0016,1671,0,1,1,0,1,0,0
0,"App ID-180396","2016 Fall",32,4.18,99,0,NA,0,0,0,90.74,47855,12691,0.9344,61,0.0048,NA,0,0,1,1,1,1,1
0,"App ID-180419","2015 Fall",18,3.26,48,0,NA,0,0,0,706.46,51387,8634,0.9683,NA,NA,945,0,0,0,1,0,0,0
1,"App ID-180426","2016 Fall",31,3.89,94,0,44668,19000,19000,0,215.07,61448,39628,0.8198,139,0.0035,1840,0,0,1,0,0,1,1
1,"App ID-180432","2016 Fall",30,3.9,94,0,44668,21380,21380,20709,158.64,47578,1144,0.9878,9,0.0079,NA,0,0,1,1,0,1,1
0,"App ID-180438","2016 Fall",29,3.63,77,0,44668,26600,26600,27108,287.88,51809,26244,0.8222,28,0.0011,NA,0,0,1,1,0,1,1
0,"App ID-180447","2016 Fall",26,2.81,44,1,NA,0,0,0,205.27,71811,17968,0.8236,78,0.0043,1789,0,0,1,1,0,1,1
1,"App ID-180452","2015 Fall",25,3.68,82,0,NA,0,0,0,107.19,46938,1853,0.9482,1,5e-04,NA,0,0,0,0,0,0,0
1,"App ID-180464","2016 Fall",0,3.79,88,0,44668,26600,26600,34513,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,1,1,0,0,0
0,"App ID-180468","2016 Fall",25,3.1,38,0,44668,31055,20000,41776,199.05,109465,34441,0.8556,155,0.0045,NA,0,1,1,1,0,1,1
0,"App ID-180477","2016 Fall",27,4,0,1,44668,16500,16500,0,1166.47,92208,18508,0.9434,NA,NA,NA,0,0,1,0,0,0,1
0,"App ID-180482","2015 Fall",27,3.5,73,0,43064,24288,15500,46054,37.95,49727,5149,0.8679,79,0.0153,266,0,0,1,0,0,0,0
0,"App ID-180486","2015 Fall",23,3.57,70,0,41484,24470,21470,40439,284.96,44063,2458,0.9638,NA,NA,NA,0,0,0,1,0,0,0
1,"App ID-180487","2016 Fall",23,3.88,89,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,1,0,0,1,1
1,"App ID-180494","2016 Fall",24,2.73,18,0,NA,0,0,0,231.24,59167,31844,0.9025,52,0.0016,NA,0,1,1,1,0,0,1
0,"App ID-180496","2016 Fall",23,3.46,54,0,NA,0,0,0,214.89,97856,26405,0.8247,65,0.0025,NA,1,0,1,0,0,0,1
1,"App ID-180506","2016 Fall",23,3.82,85,0,44668,17000,17000,0,173.52,49628,15523,0.8847,38,0.0024,NA,0,0,1,0,0,0,0
0,"App ID-180511","2016 Fall",33,3.93,89,0,NA,0,0,0,229.64,46354,47040,0.9093,56,0.0012,1007,1,0,1,1,0,0,0
0,"App ID-180527","2016 Fall",28,4,99,0,44668,19000,19000,0,189.65,58012,25540,0.8952,55,0.0022,10914,1,1,0,0,0,1,1
1,"App ID-180547","2015 Fall",23,3.36,70,0,43064,22510,22510,31554,6.17,69383,28728,0.9095,310,0.0108,6335,0,0,1,1,0,0,0
1,"App ID-180551","2015 Fall",21,3.61,68,0,43064,15000,15000,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,0,1,0,0,1
0,"App ID-180552","2015 Fall",25,2.96,25,0,NA,0,0,0,908.76,116531,51818,0.885,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-180553","2015 Fall",27,3.37,68,0,43064,21330,21330,30917,20.97,63591,4310,0.9791,83,0.0193,275,0,0,0,1,0,0,0
0,"App ID-180554","2015 Fall",27,3.35,0,0,NA,0,0,0,227.3,78919,35273,0.9343,89,0.0025,NA,0,0,0,1,0,0,0
0,"App ID-180555","2015 Fall",22,3.04,36,0,NA,0,0,0,237.21,77528,6721,0.9528,5,7e-04,NA,0,0,0,1,0,0,0
1,"App ID-180572","2016 Fall",24,3.62,63,0,44668,22590,22590,35123,97.23,51786,6955,0.9159,34,0.0049,NA,0,0,0,0,0,0,0
0,"App ID-180661","2016 Fall",21,3.67,0,0,44668,13000,13000,0,73.7,49018,36448,0.906,163,0.0045,NA,0,0,1,0,0,1,1
0,"App ID-180686","2016 Fall",31,4.14,0,1,NA,0,0,0,625.69,106665,21987,0.8912,4,2e-04,NA,0,0,1,1,0,0,1
1,"App ID-180700","2016 Fall",32,3.86,79,0,44668,22500,22500,12615,63.37,51288,9464,0.8836,40,0.0042,365,1,0,1,1,0,0,1
0,"App ID-180706","2015 Fall",21,2.84,40,0,43064,7500,7500,0,3.12,45753,4104,0.9423,58,0.0141,275,0,0,0,1,0,0,0
0,"App ID-180712","2015 Fall",20,3.43,64,0,43064,22370,22370,33909,127.08,51473,31027,0.915,26,8e-04,NA,1,1,0,0,0,0,0
0,"App ID-180717","2015 Fall",25,3.45,54,0,41484,25524,21100,39278,44.03,53864,658,0.9179,6,0.0091,NA,0,0,1,1,0,0,0
1,"App ID-180719","2016 Fall",24,3.73,79,0,44668,17000,17000,0,3.65,66172,31429,0.9349,607,0.0193,NA,0,0,0,0,0,0,0
1,"App ID-180723","2016 Fall",29,3.97,95,0,44668,29205,21000,44538,140.9,57500,5552,0.9618,40,0.0072,374,0,0,0,0,1,0,0
0,"App ID-180726","2015 Fall",24,3.25,0,0,NA,0,0,0,650.29,107200,28764,0.8699,11,4e-04,NA,0,0,0,0,0,0,0
0,"App ID-180757","2016 Fall",30,3.75,0,1,44668,16500,16500,0,571.91,82198,14084,0.8991,43,0.0031,NA,0,0,1,1,0,0,1
1,"App ID-180761","2016 Fall",32,3.79,71,0,44668,29994,23440,41983,128.47,52610,2255,0.9956,14,0.0062,NA,0,1,1,1,0,0,1
0,"App ID-180763","2016 Fall",0,3.78,0,1,44668,16000,16000,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1
1,"App ID-180765","2016 Fall",29,3.92,0,0,44668,19000,19000,623,122.79,58310,7646,0.9912,71,0.0093,NA,0,0,1,0,0,0,0
0,"App ID-180778","2016 Fall",25,3.67,83,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,1,0,0,1,1
0,"App ID-180779","2016 Fall",21,3.22,54,0,NA,0,0,0,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,1,1,0,1,1
0,"App ID-180783","2015 Fall",28,3.81,0,0,NA,0,0,0,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,0,1,0,0
0,"App ID-180784","2015 Fall",23,3.85,87,0,NA,0,0,0,244.61,55920,29952,0.8923,36,0.0012,946,0,1,0,0,0,0,0
0,"App ID-180827","2015 Fall",0,3.28,0,0,41484,23660,23660,36409,1434.61,75481,21842,0.388,NA,NA,NA,0,0,0,1,1,0,0
1,"App ID-180828","2015 Fall",23,2.76,36,0,43064,10500,10500,0,152.83,52693,32895,0.849,64,0.0019,NA,0,0,0,1,0,0,0
0,"App ID-180829","2015 Fall",0,3.08,69,0,NA,0,0,0,1451.13,48891,83710,0.7651,NA,NA,NA,0,0,0,1,0,0,0
0,"App ID-180836","2015 Fall",23,3.16,0,0,NA,0,0,0,207.53,104774,20057,0.8963,84,0.0042,595,0,0,0,1,0,0,0
0,"App ID-180837","2015 Fall",23,3.98,92,0,NA,0,0,0,189.75,46000,3035,0.8748,5,0.0016,NA,1,1,0,0,0,0,0
0,"App ID-180838","2015 Fall",20,3.19,0,0,NA,0,0,0,1433.87,64660,45808,0.4382,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-181165","2016 Fall",27,3.44,0,0,44668,25200,22200,28296,128.09,48178,29469,0.9582,105,0.0036,NA,1,1,0,1,0,0,1
0,"App ID-181177","2016 Fall",33,4,0,0,44668,0,0,46256,122.79,58310,7646,0.9912,71,0.0093,NA,0,1,1,1,0,1,1
0,"App ID-181194","2016 Fall",30,3.92,96,0,NA,0,0,0,43.46,52268,16639,0.9237,179,0.0108,737,1,1,1,0,0,0,0
1,"App ID-181304","2016 Fall",22,3.26,65,0,44668,0,0,5495,6.17,69383,28728,0.9095,310,0.0108,6335,0,1,0,1,0,1,1
1,"App ID-181315","2016 Fall",34,3.98,99,0,44668,24000,24000,13953,189.02,77425,28439,0.9275,142,0.005,NA,1,0,1,1,0,0,0
0,"App ID-181364","2015 Fall",26,3.78,86,0,43064,17940,17940,21620,141.46,64655,4841,0.9831,50,0.0103,446,0,0,0,0,1,0,0
0,"App ID-181368","2016 Fall",28,3.92,94,0,44668,22510,22510,23695,10.18,89458,3858,0.987,54,0.014,576,1,0,1,0,0,0,1
1,"App ID-181377","2015 Fall",20,2.7,28,0,43064,20850,20850,27892,229.82,85849,28475,0.8547,67,0.0024,2013,0,0,0,0,0,0,1
0,"App ID-181404","2015 Fall",0,2.92,0,0,43064,22670,22670,36576,1446.55,84741,43655,0.5252,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-181407","2015 Fall",0,3.35,0,0,43064,0,0,44479,1224.05,48143,46507,0.9189,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-181413","2015 Fall",0,3.79,0,0,43064,15500,15500,15214,6532.99,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0
1,"App ID-181414","2015 Fall",25,3.96,96,0,43064,16000,16000,0,99.81,47772,33463,0.856,122,0.0036,1145,0,0,0,0,0,0,0
0,"App ID-181434","2015 Fall",0,3.48,0,0,43064,15000,15000,0,1181.29,56114,24583,0.9031,NA,NA,NA,0,0,0,0,0,0,0
0,"App ID-181442","2015 Fall",18,3.31,55,0,NA,0,0,0,153.42,53951,3824,0.8583,21,0.0055,NA,0,0,0,1,0,0,0
0,"App ID-181443","2015 Fall",28,3.99,99,0,NA,0,0,0,136.7,61131,4825,0.9838,36,0.0075,446,0,0,0,0,0,0,0
1,"App ID-181445","2016 Fall",24,3.63,78,0,44668,26594,25950,35144,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,0,0,0,0,1
1,"App ID-181449","2015 Fall",23,3.81,0,0,43064,26942,22040,0,203.16,87208,12892,0.8802,69,0.0054,NA,0,0,0,1,0,0,0
1,"App ID-181453","2015 Fall",17,3.36,66,0,43064,32014,22661,43991,225.68,67425,12500,0.8366,28,0.0022,973,0,0,0,1,1,0,0
1,"App ID-181454","2015 Fall",23,3.21,48,0,41484,24898,21250,33141,41.9,48766,4073,0.9646,34,0.0083,261,1,0,0,1,0,0,0
0,"App ID-181530","2015 Fall",27,3.81,0,0,NA,0,0,0,211.85,89929,12283,0.9028,47,0.0038,2436,0,1,0,0,0,0,0
1,"App ID-181538","2015 Fall",17,2.43,35,0,43064,29005,19230,46054,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,1,0,0,0
0,"App ID-181546","2015 Fall",19,3.2,55,0,NA,0,0,0,20.97,63591,4310,0.9791,83,0.0193,275,0,0,0,1,0,0,0
0,"App ID-181559","2015 Fall",19,3.84,81,0,NA,0,0,0,189.65,58012,25540,0.8952,55,0.0022,10914,0,0,0,1,0,0,0
0,"App ID-181596","2015 Fall",23,3.71,84,0,43064,18630,18630,22722,2264.95,75663,26573,0.8427,NA,NA,NA,0,1,0,0,0,0,0
0,"App ID-181607","2015 Fall",23,3.58,0,0,41484,21770,18770,33507,686.49,51109,32666,0.9381,32,0.001,NA,0,0,0,0,0,0,0
0,"App ID-181651","2015 Fall",20,3.51,75,0,NA,0,0,0,175.95,56971,16410,0.9589,24,0.0015,925,0,0,1,1,0,0,0
0,"App ID-181656","2015 Fall",0,3.28,65,0,43064,0,0,43890,265.79,55035,5013,0.9637,14,0.0028,NA,0,0,0,1,0,0,0
0,"App ID-181703","2016 Fall",27,3.98,97,0,NA,0,0,0,0.64,53139,41737,0.9084,951,0.0228,1356,0,1,1,0,0,0,1
0,"App ID-181712","2015 Fall",20,2.8,0,0,43064,0,0,46254,202.96,95739,15304,0.9379,54,0.0035,2750,0,0,0,1,1,0,0
0,"App ID-181871","2016 Fall",26,3.21,56,0,44668,14500,14500,15506,20.97,63591,4310,0.9791,83,0.0193,275,0,0,0,0,0,0,0
0,"App ID-182053","2015 Fall",0,3.1,47,0,43064,19540,19540,30395,1225.03,61754,44606,0.7622,NA,NA,NA,0,0,0,1,1,0,0
1,"App ID-182057","2016 Fall",21,3.72,80,0,44668,16290,16290,14534,129.55,44059,14938,0.9642,46,0.0031,NA,0,0,1,0,0,0,1
0,"App ID-182096","2015 Fall",23,2.77,0,0,43064,19500,19500,2706,227.3,78919,35273,0.9343,89,0.0025,NA,0,0,1,0,0,0,0
0,"App ID-182101","2015 Fall",22,3.17,62,0,43064,0,0,0,436.82,52726,10773,0.9643,3,3e-04,NA,1,1,0,1,0,0,0
0,"App ID-182104","2015 Fall",28,4,0,0,43064,24210,24210,24434,149.24,75050,17801,0.9389,94,0.0053,NA,0,0,0,0,0,0,0
0,"App ID-182105","2015 Fall",22,3.59,79,0,43064,27130,27130,40504,972.89,52176,594,0.9461,NA,NA,NA,0,1,0,1,0,0,0
0,"App ID-182110","2016 Fall",34,4,99,0,NA,0,0,0,630.28,99510,17096,0.9081,NA,NA,NA,1,0,0,0,0,0,0
0,"App ID-182119","2015 Fall",18,3.49,69,0,NA,0,0,0,218.49,26871,13288,0.3561,7,5e-04,1840,0,0,0,0,1,0,0
0,"App ID-182122","2016 Fall",25,3.64,70,0,NA,0,0,0,171.99,80166,9000,0.9736,19,0.0021,722,0,0,1,1,0,0,0
0,"App ID-182146","2016 Fall",31,4,99,0,NA,0,0,0,160.87,53723,9681,0.9721,50,0.0052,NA,0,1,1,0,0,1,1
0,"App ID-182149","2016 Fall",26,3.98,87,1,44668,21228,21228,27743,117.03,53818,7935,0.9442,29,0.0037,NA,0,1,0,0,0,1,1
0,"App ID-182151","2016 Fall",24,3.85,87,0,NA,0,0,0,120.12,41250,2103,0.9415,9,0.0043,NA,0,1,0,0,0,0,1
0,"App ID-182163","2016 Fall",25,3.97,88,0,44668,17000,17000,6743,99.81,47772,33463,0.856,122,0.0036,1145,0,1,0,0,0,1,1
1,"App ID-182175","2016 Fall",23,3.83,87,1,NA,0,0,0,10.18,89458,3858,0.987,54,0.014,NA,0,1,1,0,0,0,0
0,"App ID-182176","2015 Fall",28,3.09,0,0,41484,14500,14500,0,1435.25,109267,54664,0.5674,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-182194","2015 Fall",21,3.11,54,0,NA,0,0,0,20.97,63591,4310,0.9791,83,0.0193,275,0,0,0,1,0,0,0
0,"App ID-182226","2015 Fall",18,3.6,71,0,NA,0,0,0,1232.25,78202,28747,0.7845,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-182250","2015 Fall",0,2.76,19,0,41484,15500,15500,0,3809.84,98825,42793,0.2046,NA,NA,NA,0,0,0,1,1,0,0
0,"App ID-182276","2015 Fall",24,3.91,82,0,43064,0,0,29610,32.32,60430,2595,0.9738,41,0.0158,NA,0,0,0,0,0,1,1
1,"App ID-182281","2016 Fall",25,3.26,0,1,44668,22960,22960,0,232.16,88246,33316,0.9112,67,0.002,NA,0,0,0,1,1,0,1
0,"App ID-182330","2015 Fall",24,2.9,40,0,NA,0,0,0,238.96,70281,29612,0.9469,35,0.0012,1452,0,1,1,1,0,0,0
