"Year","Royal15","Summer","Countdown","Number.Campus.Visits.y","Award.Status","Total.Gift","Gross.Need","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Final.Status","Made.Deposit","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator","FAFSA","Zip.Admits.TY","Zip.Admits.TY.Pct","App.Before.Nov","ACT.Low","ACT.High","GPA.Low","GPA.High","HSP.Low","HSP.High","Distance.Low","Distance.High"
"2016 Fall",1,0,0,0,"0",0,0,67.396,2.61,96.13,4,15,232,0,0,0,0,0,0,0,0,1,0,2,"7.66283524904215",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",20.45,48.188,67.301,30.253,83.98,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,3,"0.991637193005652",0,1,0,0,0,1,0,0,1
"2016 Fall",1,1,1,0,"1",22.96,29.639,66.172,31.429,93.49,607,193,NA,0,0,0,1,1,1,0,0,0,1,54,"17.1815838874924",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"1",31.391,47.571,63.35,21.794,84.2,43,20,973,0,0,0,0,0,0,0,0,1,1,4,"1.83536753234835",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,47.855,12.691,93.44,61,48,NA,0,0,0,1,0,0,0,0,0,0,12,"9.45551965960129",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,31.25,1.905,43.88,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,1,"5.249343832021",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,2,"0",0,0,146.285,21.671,86.81,NA,NA,NA,0,0,0,1,0,0,1,0,0,1,1,"0.461446172304001",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,41.563,0.483,79.3,1,21,NA,0,0,0,0,0,0,1,0,0,0,1,"20.703933747412",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,54.401,30.566,74.77,40,13,NA,0,0,0,1,0,0,0,0,1,0,4,"1.30864359091801",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,45.432,22.882,46.84,12,5,NA,0,0,0,0,0,0,0,0,0,0,6,"2.62214841360021",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,42.771,27.137,50.85,19,7,NA,0,0,0,0,0,0,0,0,1,0,8,"2.94800456940708",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,56.719,2.226,98.2,3,13,NA,0,0,0,0,0,0,0,1,1,0,1,"4.49236298292902",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,65.126,53.242,81.89,111,21,NA,0,0,0,1,0,0,1,0,1,0,7,"1.31475151196424",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,69.383,28.728,90.95,310,108,6335,0,0,0,1,0,0,0,0,1,0,26,"9.05040378724589",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,48.182,5.341,88.84,14,26,318,0,0,0,1,0,0,0,0,1,0,8,"14.9784684516008",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,74.248,23.639,95.05,41,17,NA,0,0,0,0,0,0,1,0,1,0,8,"3.38423791192521",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,68.75,1.111,90.64,3,27,NA,0,0,0,0,0,0,0,1,1,0,1,"9.000900090009",0,0,0,0,0,0,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,40.37,6.671,81.74,5,7,NA,0,0,0,0,0,0,1,0,1,0,4,"5.99610253335332",0,0,0,0,1,0,1,0,0
"2016 Fall",1,0,0,0,"0",0,0,84.662,21.393,92.31,36,17,NA,0,0,0,1,0,0,0,1,1,0,4,"1.86977048567288",0,0,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",29.899,45.305,53.139,41.737,90.84,951,228,1356,0,0,0,1,0,0,0,0,1,1,63,"15.0945204494813",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,44.602,9.491,94.12,1,1,NA,0,0,0,0,0,0,0,0,0,0,2,"2.10725950900853",0,1,0,0,0,0,0,0,1
"2016 Fall",1,1,0,1,"0",0,0,48.291,27.156,66.44,39,14,NA,0,0,0,0,1,1,1,0,1,0,5,"1.84121372808956",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,61.624,24.393,78.95,51,21,NA,0,0,0,1,0,0,1,0,1,0,6,"2.45972205140819",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,50.928,47.787,93.59,47,10,NA,0,0,0,1,0,0,0,0,0,0,5,"1.04630966580869",0,0,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,51.142,8.16,96.64,4,5,NA,0,0,0,0,0,0,0,0,1,0,2,"2.45098039215686",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,99.91,39.598,79.45,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,4,"1.0101520278802",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,1,"0",0,0,53.139,41.737,90.84,951,228,1356,0,0,0,0,0,0,0,1,1,0,63,"15.0945204494813",0,0,0,0,0,0,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,44.056,21.295,44,28,13,NA,0,0,0,1,0,0,1,0,0,0,9,"4.2263442122564",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"1",29.601,47.758,44.056,21.295,44,28,13,NA,0,0,0,0,0,0,1,0,1,1,9,"4.2263442122564",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,29.648,46.265,2.15,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,1,"0.216146114773587",0,1,0,0,0,0,0,0,1
"2016 Fall",1,1,1,1,"1",31.851,47.758,45.057,2.297,95.91,24,104,156,0,1,0,1,1,1,1,0,1,1,4,"17.4140182847192",0,1,0,1,0,1,0,1,0
"2016 Fall",1,1,0,0,"1",27.908,32.484,53.139,41.737,90.84,951,228,1356,0,0,0,1,1,1,0,0,0,1,63,"15.0945204494813",0,0,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,71.927,53.488,84.23,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,3,"0.560873466945857",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,1,0,"1",31.251,0,50.396,9.368,65.8,13,14,NA,0,0,0,0,0,0,0,0,0,1,4,"4.26985482493595",0,1,0,1,0,1,0,0,0
"2016 Fall",1,1,0,1,"0",0,47.713,50.266,18.77,91.59,NA,NA,NA,0,0,0,1,1,1,0,0,0,1,1,"0.53276505061268",0,0,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"1",29.81,39.755,51.221,25.584,86,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,"0.390869293308318",0,0,0,0,1,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,61.651,12.638,75.68,36,28,2436,0,0,0,0,0,0,1,0,1,0,2,"1.58252888115208",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,45.66,42.928,55.12,73,17,NA,0,0,0,1,0,0,1,0,1,0,9,"2.09653373089825",0,1,0,1,0,1,0,0,0
"2016 Fall",1,1,0,1,"1",30.261,47.758,53.818,7.935,94.42,29,37,NA,0,0,0,1,1,1,0,0,1,1,7,"8.82167611846251",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,47.708,53.5,0.684,93.86,3,44,NA,0,0,0,0,0,0,1,0,0,1,1,"14.6198830409357",0,1,0,0,0,0,1,0,0
"2016 Fall",1,0,0,0,"1",12.5,9.442,71.811,17.968,82.36,78,43,1789,0,0,0,0,0,0,0,0,0,1,5,"2.78272484416741",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,2,"1",18.5,0,53.139,41.737,90.84,951,228,1356,0,0,0,0,0,0,0,1,1,1,63,"15.0945204494813",0,0,0,0,0,0,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,107.608,19.673,89.6,5,3,NA,0,0,0,1,0,0,0,0,1,0,1,"0.508310882936004",0,0,0,0,1,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,63.35,21.794,84.2,43,20,973,0,0,0,1,0,0,0,1,1,0,4,"1.83536753234835",0,0,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"1",25.436,47.758,42.771,27.137,50.85,19,7,NA,0,0,0,1,0,0,1,0,1,1,8,"2.94800456940708",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,88.384,26.955,84.96,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,1,"0.370988684845112",0,0,0,0,1,1,0,0,1
"2016 Fall",1,0,0,0,"1",25.786,47.758,44.056,21.295,44,28,13,NA,0,0,0,0,0,0,1,0,0,1,9,"4.2263442122564",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,47.602,34.516,66.44,5,1,NA,0,0,0,0,0,0,0,0,1,0,1,"0.289720709236296",0,1,0,1,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,47.758,49.073,7.03,83.81,4,6,NA,0,0,0,0,0,0,1,0,1,1,2,"2.84495021337127",0,0,0,0,1,0,1,0,1
"2016 Fall",1,0,0,1,"0",0,0,45.432,22.882,46.84,12,5,2571,0,0,0,1,0,0,0,0,1,1,6,"2.62214841360021",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,80.625,0.611,99.02,10,164,NA,0,0,0,1,0,0,0,0,0,0,2,"32.7332242225859",0,1,0,0,0,1,0,1,0
"2016 Fall",0,0,0,0,"0",0,0,101.415,58.232,90.48,16,3,NA,0,0,0,1,0,0,0,0,0,0,4,"0.686907542244814",0,0,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,56.875,8.643,90.17,7,8,NA,0,0,0,0,0,0,0,0,1,0,1,"1.15700566932778",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"1",16.5,0,72.582,6.845,97.22,10,15,1057,0,0,0,0,0,0,1,0,0,1,2,"2.9218407596786",0,0,0,0,0,0,0,0,0
"2016 Fall",0,1,0,3,"0",0,0,53.655,8.032,94.12,23,29,1087,0,0,0,1,1,1,0,0,0,1,7,"8.71513944223108",0,0,0,0,0,1,0,1,0
"2016 Fall",0,0,0,0,"0",0,0,49.515,17.287,94.98,47,27,2185,0,0,0,1,0,0,0,0,0,0,7,"4.04928559032799",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,101.415,58.232,90.48,16,3,NA,0,0,0,1,0,0,0,0,0,0,4,"0.686907542244814",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,65.909,0.533,99.44,9,169,NA,0,0,0,1,0,0,0,0,0,0,2,"37.5234521575985",0,1,0,0,0,1,0,1,0
"2016 Fall",0,0,0,0,"0",0,0,65.909,0.533,99.44,9,169,NA,0,0,0,1,0,0,0,0,0,0,2,"37.5234521575985",0,1,0,0,1,0,0,1,0
"2016 Fall",0,0,0,1,"0",0,0,114.094,41.667,90.43,7,2,NA,0,0,0,1,0,0,0,0,0,0,1,"0.23999808001536",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,78.202,28.747,78.45,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.347862385640241",0,1,0,0,0,0,1,0,1
"2016 Fall",0,0,0,0,"0",0,0,99.91,39.598,79.45,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4,"1.0101520278802",0,1,0,0,0,0,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,99.91,39.598,79.45,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4,"1.0101520278802",0,1,0,0,1,0,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,90.451,39.678,74.91,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,"0.756086496295176",0,0,0,0,0,0,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,102.047,39.552,89.53,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,4,"1.01132686084142",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,67.301,30.253,83.98,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,"0.991637193005652",0,1,0,1,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,91.259,43.051,82.76,120,28,1715,1,0,0,0,0,0,0,0,1,0,6,"1.3936958491092",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,88.246,33.316,91.12,67,20,NA,0,0,0,1,0,0,0,1,1,0,16,"4.80249729859527",0,1,0,0,0,1,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,91.961,25.494,86.19,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.392249156664313",0,1,0,0,0,0,0,0,0
"2016 Fall",0,0,0,0,"0",0,0,84.714,41.553,84.5,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.240656510961904",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,67.301,30.253,83.98,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,"0.991637193005652",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,55.753,72.3,79.23,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2,"0.276625172890733",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,90.451,39.678,74.91,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,"0.756086496295176",0,0,1,0,1,0,1,0,0
"2016 Fall",0,0,0,1,"1",26.67,36.546,45.557,32.887,88.42,NA,NA,NA,0,0,0,1,0,1,0,0,0,1,1,"0.304071517620944",0,1,0,0,0,0,0,0,1
"2016 Fall",0,0,0,0,"0",0,0,71.927,53.488,84.23,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,3,"0.560873466945857",0,0,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,43.415,9.011,98.14,1,1,NA,0,0,0,0,0,0,0,1,1,0,2,"2.21950948840306",0,0,0,0,1,0,1,0,1
"2016 Fall",1,1,0,1,"1",26.556,36.388,57.604,5.152,98.7,5,10,NA,0,0,0,1,1,1,0,0,1,1,4,"7.7639751552795",0,0,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,37.131,41.491,5.46,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,5,"1.20508061989347",0,0,0,0,0,0,1,0,1
"2016 Fall",1,0,0,0,"0",0,0,69.383,28.728,90.95,310,108,6335,0,0,0,0,0,0,0,0,0,1,26,"9.05040378724589",0,0,0,0,0,0,1,1,0
"2016 Fall",1,0,0,0,"1",0,32.31,53.14,35.856,80.61,35,10,NA,0,0,0,0,0,0,0,1,1,1,5,"1.39446675591254",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,40.384,13.006,95.31,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,2,"1.53775180685837",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,66.172,31.429,93.49,607,193,275,0,0,0,0,0,0,0,1,1,0,54,"17.1815838874924",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,57.604,5.152,98.7,5,10,NA,0,0,0,1,0,0,0,1,1,0,4,"7.7639751552795",0,0,0,0,1,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,50.838,4.672,97,4,9,NA,0,0,0,0,0,0,0,0,0,0,1,"2.14041095890411",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,67.232,2.227,93.35,1,4,NA,0,0,0,0,0,0,0,0,0,0,2,"8.98069151324652",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,45.163,49.792,95.37,44,9,NA,0,0,0,1,0,0,0,0,0,0,5,"1.00417737789203",0,0,0,1,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,37.375,2.043,43.22,1,5,NA,0,0,0,0,0,0,0,0,1,0,1,"4.89476260401371",0,0,0,0,1,0,1,0,1
"2016 Fall",1,0,0,0,"0",0,0,33.795,3.711,14.77,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,4,"10.7787658313123",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,1,"0",0,0,57.451,45.663,78.6,6,1,NA,0,0,0,1,0,0,0,0,0,0,1,"0.21899568578499",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,102.047,39.552,89.53,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,4,"1.01132686084142",0,0,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,65.126,53.242,81.89,111,21,NA,0,0,0,0,0,0,0,0,0,0,7,"1.31475151196424",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,55.92,29.952,89.23,36,12,NA,0,0,0,1,0,0,1,0,1,0,4,"1.33547008547009",0,1,0,0,1,0,1,0,0
"2016 Fall",1,0,0,0,"0",0,0,67.736,2.652,91.7,4,15,NA,0,0,0,0,0,0,0,0,0,0,1,"3.77073906485671",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,59.304,33.945,85.67,51,15,2120,0,0,0,1,0,0,0,0,1,0,8,"2.35675357195463",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,30.52,16.148,33.17,1,1,NA,0,0,0,0,0,0,1,0,0,1,4,"2.4770869457518",0,1,0,0,0,1,0,0,0
"2016 Fall",1,1,1,3,"1",31.515,0,42.616,48.506,86.27,521,107,NA,0,0,0,0,1,1,0,0,0,1,40,"8.24640250690636",0,0,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"1",22.4,34.037,26.871,13.288,35.61,7,5,NA,0,0,0,0,0,0,1,0,0,1,3,"2.2576760987357",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,49.515,17.287,94.98,47,27,2185,0,0,0,0,0,0,0,0,1,0,7,"4.04928559032799",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,74.248,23.639,95.05,41,17,1057,0,0,0,0,0,0,0,0,1,0,8,"3.38423791192521",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,54.401,30.566,74.77,40,13,150,0,0,0,1,0,0,1,0,0,0,4,"1.30864359091801",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",11,0.422,58.392,26.739,94.06,47,18,NA,0,0,0,1,0,0,0,0,1,1,3,"1.12195669247167",0,1,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,36.154,0.612,87.25,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"16.3398692810458",0,1,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,39.533,61.262,58.91,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,"0.163233325715778",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,1,"0",0,0,82.386,1.355,98.3,26,192,576,0,0,0,0,0,0,0,0,1,0,2,"14.760147601476",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,52.569,36.101,72.43,82,23,NA,0,0,0,0,0,0,1,0,0,0,6,"1.66200382260879",0,1,0,1,0,1,0,0,0
"2016 Fall",1,1,1,2,"1",26.6,36.076,69.383,28.728,90.95,310,108,6335,1,0,0,0,1,1,0,0,1,1,26,"9.05040378724589",0,0,0,0,0,0,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,65.924,22.915,78.46,77,34,1789,0,0,0,1,0,0,1,0,1,0,9,"3.9275583678813",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,99.91,39.598,79.45,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,4,"1.0101520278802",0,0,0,0,0,1,0,0,1
"2016 Fall",1,0,0,1,"0",0,41.306,49.018,36.448,90.6,163,45,NA,0,0,0,1,0,0,0,0,0,1,18,"4.93854258121159",0,0,0,0,1,0,0,1,0
"2016 Fall",1,0,0,0,"1",26.436,47.758,85.849,28.475,85.47,67,24,2013,0,0,0,1,0,0,1,0,1,1,5,"1.75592625109745",0,0,0,0,0,0,1,0,0
"2016 Fall",1,0,0,0,"1",21.15,0,47.772,33.463,85.6,122,36,1145,1,0,0,0,0,0,0,0,0,1,17,"5.08023787466754",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,48.188,49.9,25.238,79.26,NA,NA,NA,0,0,0,1,0,0,1,0,1,1,1,"0.396227910294001",0,1,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,55.577,1.345,77.17,6,45,129,0,0,0,1,0,0,0,0,0,0,3,"22.3048327137546",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,64.947,3.685,98.72,1,3,NA,0,0,0,1,0,0,0,0,0,1,2,"5.42740841248304",0,1,0,1,0,1,0,0,1
"2016 Fall",1,0,0,0,"1",31.251,0,50.396,9.368,65.8,13,14,NA,0,0,0,0,0,0,1,0,1,1,4,"4.26985482493595",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,43.33,24.959,92.17,27,11,NA,0,0,0,0,0,0,0,1,1,0,3,"1.20197123282183",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"1",16.5,0,41.554,31.233,89.77,362,116,1671,0,0,0,0,0,0,0,0,0,1,20,"6.40348349502129",0,0,0,0,1,0,1,1,0
"2016 Fall",1,0,0,0,"0",0,0,53.951,3.824,85.83,21,55,NA,0,0,0,0,0,0,0,0,1,0,3,"7.84518828451883",0,1,0,1,0,1,0,0,0
"2016 Fall",0,1,1,1,"0",0,0,48.561,6.006,91.89,11,18,439,0,0,0,1,1,1,0,0,0,0,2,"3.33000333000333",0,0,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,59.029,19.331,95.28,3,2,NA,0,0,0,0,0,0,0,0,0,0,1,"0.517303812529098",0,1,0,1,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,53.139,41.737,90.84,951,228,1356,0,0,0,1,0,0,0,0,0,0,63,"15.0945204494813",0,1,0,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"1",27.22,47.253,74.668,38.015,79.54,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,1,"0.263054057608839",0,1,0,0,1,0,1,0,1
"2016 Fall",1,0,0,1,"0",0,0,97.856,26.405,82.47,65,25,NA,0,0,0,0,0,0,0,0,0,1,3,"1.13614845673168",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,49.628,15.523,88.47,38,24,NA,0,0,0,0,0,0,1,1,1,0,14,"9.01887521741931",0,1,0,0,0,1,0,0,0
"2016 Fall",1,1,1,2,"0",0,0,66.172,31.429,93.49,607,193,NA,0,0,0,0,1,1,0,0,1,0,54,"17.1815838874924",0,1,0,0,1,0,1,1,0
"2016 Fall",1,0,0,0,"1",22.4,31.671,44.773,25.838,87.79,46,18,NA,0,0,0,1,0,0,0,0,1,1,7,"2.70918801764843",0,0,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,69.383,28.728,90.95,310,108,NA,0,0,0,1,0,0,1,0,1,0,26,"9.05040378724589",0,0,0,0,0,0,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,46.188,3.171,63.39,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,1,"3.15357931251971",0,1,0,0,0,0,1,0,0
"2016 Fall",1,1,0,1,"1",26.54,36.365,80.342,18.56,84.39,NA,NA,NA,0,0,0,1,1,1,0,0,1,1,1,"0.538793103448276",0,0,0,0,0,0,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,59.821,0.558,98.03,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,"17.921146953405",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,1,"1",27.81,45.139,104.1,13.924,92.62,3,2,NA,0,0,0,1,0,0,0,0,0,1,1,"0.718184429761563",0,0,0,0,0,1,0,0,1
"2016 Fall",1,0,0,0,"0",0,0,61.624,24.393,78.95,51,21,NA,0,0,0,1,0,0,0,0,1,0,6,"2.45972205140819",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,64.278,10.099,93.77,23,23,NA,0,0,0,0,0,0,0,1,1,0,4,"3.96078819685117",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,47.758,47.706,45.495,63.48,82,18,NA,0,0,0,0,0,0,1,0,1,1,4,"0.879217496428179",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,52.137,36.244,81.91,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,"0.27590773645293",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,52.569,36.101,72.43,82,23,NA,0,0,0,1,0,0,1,0,1,0,6,"1.66200382260879",0,1,0,1,0,1,0,0,0
"2016 Fall",1,1,0,1,"0",0,0,82.386,1.355,98.3,26,192,576,0,0,0,1,1,1,0,0,1,0,2,"14.760147601476",0,1,0,1,0,1,0,1,0
"2016 Fall",1,0,0,0,"0",0,0,76.152,5.6,92.86,3,5,NA,0,0,0,0,0,0,0,0,1,0,2,"3.57142857142857",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,70.573,16.947,95.26,37,22,1345,0,0,0,0,0,0,0,0,1,0,5,"2.95037469758659",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,48.077,90.236,45.23,90.45,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,2,"0.442184390891002",0,1,0,0,0,1,0,0,1
"2016 Fall",0,0,0,1,"0",0,0,54.146,2.265,91.7,9,40,NA,1,0,0,1,0,0,0,0,1,0,2,"8.83002207505519",0,1,0,0,1,0,0,0,0
"2016 Fall",0,0,0,0,"1",29.6,41.409,79.963,28.844,84.16,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,"0.346692553043961",0,1,0,0,1,1,0,0,1
"2016 Fall",0,0,0,1,"0",0,0,61.131,4.825,98.38,36,75,446,0,0,0,1,0,0,0,0,0,0,3,"6.21761658031088",0,1,0,0,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,47.758,50.396,9.368,65.8,13,14,268,0,0,0,0,0,0,0,0,1,1,4,"4.26985482493595",0,1,0,0,0,1,0,0,0
"2016 Fall",1,1,0,0,"1",31.251,47.758,30.081,29.284,18.95,14,5,NA,0,0,0,1,1,1,1,0,1,1,9,"3.07335063515913",0,1,0,1,0,1,0,0,0
"2016 Fall",1,0,0,0,"0",0,0,69.383,28.728,90.95,310,108,NA,0,0,0,1,0,0,0,1,1,0,26,"9.05040378724589",0,0,1,0,0,1,0,1,0
"2016 Fall",1,0,0,0,"1",16.5,0,44.798,9.14,95.5,1,1,NA,0,1,0,1,0,0,0,0,1,1,2,"2.18818380743983",0,0,0,0,0,0,0,0,0
"2016 Fall",1,0,0,0,"0",0,43.634,59.304,33.945,85.67,51,15,2120,0,0,0,0,0,0,1,0,1,1,8,"2.35675357195463",0,1,0,1,0,1,0,0,0
